k, value
163,0.79921
163,0.799287
163,0.803177
163,0.806532
163,0.803732
163,0.803849
163,0.80129
164,0.808085
164,0.804001
164,0.806412
164,0.804339
164,0.80714
164,0.803954
164,0.810065
164,0.799519
164,0.80226
164,0.800023
165,0.80802
165,0.807356
165,0.813261
165,0.805705
165,0.809638
165,0.804179
165,0.809089
165,0.807712
165,0.806983
165,0.808409
166,0.808744
166,0.806347
166,0.807363
166,0.805638
166,0.805167
166,0.810877
166,0.810604
166,0.8088
166,0.813283
166,0.819026
167,0.814414
167,0.807933
167,0.808592
167,0.810188
167,0.815015
167,0.813329
167,0.814317
167,0.807089
167,0.814487
167,0.811053
168,0.812127
168,0.821513
168,0.81504
168,0.813269
168,0.811843
168,0.816196
168,0.810935
168,0.811883
168,0.816566
168,0.813182
169,0.814897
169,0.816894
169,0.817836
169,0.813831
169,0.814974
169,0.812194
169,0.814922
169,0.813566
169,0.818973
169,0.819556
170,0.820754
170,0.818284
170,0.818948
170,0.818421
170,0.816854
170,0.821627
170,0.81709
170,0.819056
170,0.815077
170,0.819253
171,0.814234
171,0.817305
171,0.81597
171,0.818233
171,0.820192
171,0.823566
171,0.823968
171,0.822099
171,0.815603
171,0.819427
172,0.825551
172,0.823654
172,0.830432
172,0.820365
172,0.82203
172,0.820084
172,0.817876
172,0.819331
172,0.824342
172,0.821928
173,0.825502
173,0.822739
173,0.827006
173,0.825011
173,0.819115
173,0.826092
173,0.820819
173,0.826194
173,0.820626
173,0.828287
174,0.825729
174,0.824933
174,0.823048
174,0.832686
174,0.825614
174,0.823216
174,0.824149
174,0.827054
174,0.830817
174,0.824965
175,0.833442
175,0.825443
175,0.828252
175,0.829293
175,0.83048
175,0.826689
175,0.826473
175,0.826737
175,0.823342
175,0.819624
176,0.827848
176,0.825077
176,0.831515
176,0.825774
176,0.830154
176,0.825992
176,0.826644
176,0.830323
176,0.834448
176,0.828652
177,0.831516
177,0.833085
177,0.837218
177,0.82963
177,0.835737
177,0.834314
177,0.832321
177,0.832276
177,0.833624
177,0.830022
178,0.830511
178,0.838195
178,0.832323
178,0.831781
178,0.833765
178,0.831992
178,0.832852
178,0.835135
178,0.832519
178,0.833581
179,0.837262
179,0.829433
179,0.838757
179,0.839177
179,0.838072
179,0.831032
179,0.837086
179,0.842141
179,0.838506
179,0.836973
180,0.837009
180,0.835529
180,0.835
180,0.836634
180,0.843357
180,0.838266
180,0.83378
180,0.836609
180,0.836438
180,0.841392
181,0.840186
181,0.839712
181,0.83893
181,0.841963
181,0.836543
181,0.837446
181,0.840918
181,0.837618
181,0.835509
181,0.838211
182,0.837649
182,0.839997
182,0.84001
182,0.839609
182,0.84461
182,0.838731
182,0.835727
182,0.838732
182,0.840331
182,0.842754
183,0.839326
183,0.842567
183,0.843297
183,0.841046
183,0.838945
183,0.842245
183,0.83992
183,0.84401
183,0.841707
183,0.835786
184,0.843589
184,0.847845
184,0.845587
184,0.8493
184,0.847894
184,0.847735
184,0.845204
184,0.846623
184,0.844383
184,0.839566
185,0.851597
185,0.840273
185,0.848538
185,0.850071
185,0.839746
185,0.843699
185,0.849641
185,0.844936
185,0.846314
185,0.849365
186,0.849893
186,0.844256
186,0.850346
186,0.850305
186,0.845134
186,0.84948
186,0.84623
186,0.847648
186,0.848835
186,0.847307
187,0.853462
187,0.849629
187,0.849837
187,0.847741
187,0.847609
187,0.851588
187,0.84663
187,0.844023
187,0.84906
187,0.849382
188,0.855483
188,0.849545
188,0.853823
188,0.847035
188,0.847863
188,0.85191
188,0.847244
188,0.855322
188,0.850135
188,0.844956
189,0.852958
189,0.852765
189,0.854645
189,0.857037
189,0.853093
189,0.861223
189,0.847397
189,0.855141
189,0.849789
189,0.84926
190,0.852697
190,0.855646
190,0.854158
190,0.853876
190,0.861272
190,0.858471
190,0.851925
190,0.853904
190,0.858935
190,0.855216
191,0.855245
191,0.854469
191,0.859122
191,0.860681
191,0.860028
191,0.854488
191,0.852174
191,0.859911
191,0.861077
191,0.856993
192,0.852073
192,0.856272
192,0.855078
192,0.85962
192,0.85682
192,0.860255
192,0.858569
192,0.863518
192,0.857401
192,0.857657
193,0.857506
193,0.861228
193,0.858936
193,0.857089
193,0.861647
193,0.864919
193,0.866516
193,0.853658
193,0.86408
193,0.861356
194,0.866772
194,0.864943
194,0.863624
194,0.866848
194,0.855841
194,0.861529
194,0.859269
194,0.864014
194,0.859609
194,0.863448
195,0.864392
195,0.858336
195,0.864758
195,0.870684
195,0.861131
195,0.865051
195,0.867994
195,0.866408
195,0.862363
195,0.86093
196,0.869499
196,0.86704
196,0.864714
196,0.863719
196,0.86249
196,0.866718
196,0.866675
196,0.865495
196,0.866896
196,0.868399
197,0.870233
197,0.866947
197,0.868867
197,0.866184
197,0.867996
197,0.869825
197,0.863943
197,0.864932
197,0.86768
197,0.866204
198,0.871713
198,0.872016
198,0.871602
198,0.870092
198,0.868713
198,0.870187
198,0.864627
198,0.868262
198,0.875036
198,0.866321
199,0.876027
199,0.869274
199,0.868159
199,0.871747
199,0.871797
199,0.872145
199,0.871378
199,0.874362
199,0.873357
199,0.867334
200,0.871632
200,0.877528
200,0.871386
200,0.870563
200,0.869287
200,0.873768
200,0.868888
200,0.873292
200,0.871376
200,0.874548
201,0.877113
201,0.872651
201,0.871123
201,0.876732
201,0.875056
201,0.873463
201,0.877352
201,0.873892
201,0.875766
201,0.875764
202,0.872114
202,0.881455
202,0.876456
202,0.874531
202,0.879643
202,0.871513
202,0.875096
202,0.873896
202,0.874651
202,0.877776
203,0.879509
203,0.877933
203,0.876362
203,0.879045
203,0.881048
203,0.87934
203,0.871348
203,0.876683
203,0.875013
203,0.877126
204,0.878763
204,0.876589
204,0.881949
204,0.876804
204,0.883671
204,0.883982
204,0.876906
204,0.882016
204,0.880833
204,0.879582
205,0.881551
205,0.880676
205,0.880058
205,0.881948
205,0.885494
205,0.879211
205,0.881587
205,0.879751
205,0.880452
205,0.881104
206,0.879292
206,0.880267
206,0.88516
206,0.877578
206,0.885916
206,0.880048
206,0.88638
206,0.880551
206,0.886276
206,0.885886
207,0.886892
207,0.881252
207,0.881186
207,0.885145
207,0.881733
207,0.888766
207,0.887154
207,0.88379
207,0.883648
207,0.882328
208,0.886403
208,0.888322
208,0.885781
208,0.886869
208,0.892052
208,0.885227
208,0.885858
208,0.881579
208,0.885928
208,0.888306
209,0.888021
209,0.884528
209,0.882563
209,0.887937
209,0.887406
209,0.889158
209,0.892292
209,0.8835
209,0.885405
209,0.88836
210,0.892245
210,0.891728
210,0.889857
210,0.887324
210,0.888056
210,0.889269
210,0.885436
210,0.890908
210,0.885172
210,0.88931
211,0.886003
211,0.891244
211,0.888378
211,0.890418
211,0.893119
211,0.890053
211,0.889528
211,0.893556
211,0.891417
211,0.893342
212,0.891095
212,0.896809
212,0.894133
212,0.892502
212,0.893075
212,0.892713
212,0.891769
212,0.894621
212,0.893722
212,0.891804
213,0.896132
213,0.894077
213,0.89737
213,0.899405
213,0.889444
213,0.89305
213,0.893268
213,0.894526
213,0.896256
213,0.895277
214,0.896007
214,0.895564
214,0.896391
214,0.901042
214,0.894627
214,0.891112
214,0.897268
214,0.896902
214,0.894701
214,0.896009
215,0.893305
215,0.895704
215,0.896925
215,0.899674
215,0.898175
215,0.899162
215,0.898694
215,0.898072
215,0.898613
215,0.894552
216,0.902038
216,0.9001
216,0.897071
216,0.897372
216,0.896127
216,0.8972
216,0.898697
216,0.895249
216,0.89675
216,0.896836
217,0.89975
217,0.903389
217,0.899116
217,0.901538
217,0.903626
217,0.898207
217,0.896852
217,0.900884
217,0.90038
217,0.902919
218,0.90095
218,0.901203
218,0.902069
218,0.905217
218,0.901352
218,0.903768
218,0.902233
218,0.903011
218,0.901536
218,0.901383
219,0.902809
219,0.903426
219,0.903094
219,0.904013
219,0.909162
219,0.898691
219,0.903064
219,0.905018
219,0.903765
219,0.902156
220,0.906187
220,0.9046
220,0.902739
220,0.902172
220,0.908689
220,0.904309
220,0.903891
220,0.905646
220,0.901237
220,0.902951
221,0.903775
221,0.905063
221,0.902615
221,0.911952
221,0.908052
221,0.907001
221,0.905533
221,0.904517
221,0.908784
221,0.907369
222,0.905963
222,0.909159
222,0.912785
222,0.904352
222,0.908538
222,0.909858
222,0.906903
222,0.909827
222,0.906106
222,0.907894
223,0.907092
223,0.909796
223,0.910972
223,0.913197
223,0.907783
223,0.908089
223,0.908395
223,0.909962
223,0.906077
223,0.909481
224,0.911684
224,0.91113
224,0.911087
224,0.908147
224,0.906993
224,0.907948
224,0.91191
224,0.911699
224,0.911122
224,0.909529
225,0.913049
225,0.914005
225,0.910773
225,0.910657
225,0.913616
225,0.911359
225,0.910922
225,0.910565
225,0.910071
225,0.914147
226,0.913941
226,0.915708
226,0.915282
226,0.913545
226,0.913546
226,0.916607
226,0.909833
226,0.916717
226,0.91664
226,0.912593
227,0.914225
227,0.916937
227,0.917956
227,0.91417
227,0.914382
227,0.917117
227,0.919985
227,0.916795
227,0.913132
227,0.914621
228,0.917096
228,0.917421
228,0.917662
228,0.916601
228,0.917664
228,0.922173
228,0.918589
228,0.918465
228,0.917574
228,0.915058
229,0.912237
229,0.921441
229,0.917208
229,0.92063
229,0.920478
229,0.918399
229,0.919537
229,0.921618
229,0.918782
229,0.918882
230,0.917959
230,0.921841
230,0.92211
230,0.917568
230,0.918596
230,0.917229
230,0.920795
230,0.919288
230,0.922148
230,0.919032
231,0.918326
231,0.920221
231,0.923124
231,0.922231
231,0.921623
231,0.920428
231,0.924342
231,0.918048
231,0.92249
231,0.92293
232,0.925561
232,0.92332
232,0.923938
232,0.922079
232,0.921213
232,0.922141
232,0.924442
232,0.921037
232,0.919755
232,0.92383
233,0.924814
233,0.926599
233,0.926838
233,0.922467
233,0.923425
233,0.926773
233,0.923769
233,0.921666
233,0.92473
233,0.921525
234,0.927759
234,0.926172
234,0.926789
234,0.925121
234,0.926447
234,0.925161
234,0.929081
234,0.925394
234,0.92665
234,0.929751
235,0.927885
235,0.927366
235,0.925173
235,0.923227
235,0.928265
235,0.925936
235,0.927955
235,0.926019
235,0.927934
235,0.927159
236,0.925201
236,0.927845
236,0.927762
236,0.929326
236,0.93251
236,0.927447
236,0.926682
236,0.928811
236,0.928385
236,0.927683
237,0.929353
237,0.932179
237,0.928234
237,0.929614
237,0.931943
237,0.929175
237,0.929499
237,0.933259
237,0.929371
237,0.930284
238,0.928715
238,0.931277
238,0.931463
238,0.93091
238,0.932413
238,0.931147
238,0.930136
238,0.928135
238,0.931722
238,0.93325
239,0.934467
239,0.934943
239,0.932382
239,0.932366
239,0.93289
239,0.932254
239,0.932556
239,0.930932
239,0.932002
239,0.935107
240,0.932985
240,0.935159
240,0.93366
240,0.933452
240,0.935028
240,0.933708
240,0.933513
240,0.93541
240,0.932077
240,0.933839
241,0.936252
241,0.932757
241,0.936442
241,0.936004
241,0.935208
241,0.937877
241,0.936647
241,0.933234
241,0.938977
241,0.934369
242,0.937941
242,0.93479
242,0.935352
242,0.941711
242,0.936257
242,0.936736
242,0.934308
242,0.940157
242,0.936243
242,0.938259
243,0.937401
243,0.938261
243,0.939383
243,0.939636
243,0.936284
243,0.939978
243,0.939644
243,0.942373
243,0.935244
243,0.93498
244,0.942191
244,0.937926
244,0.939362
244,0.939428
244,0.939198
244,0.940924
244,0.939316
244,0.941544
244,0.937012
244,0.93994
245,0.939862
245,0.940771
245,0.943066
245,0.939229
245,0.939616
245,0.941442
245,0.938295
245,0.940168
245,0.938225
245,0.941049
246,0.943182
246,0.942508
246,0.939506
246,0.941888
246,0.941859
246,0.943032
246,0.941042
246,0.940277
246,0.942486
246,0.939592
247,0.942347
247,0.943189
247,0.943805
247,0.942813
247,0.944191
247,0.945364
247,0.943872
247,0.944358
247,0.943613
247,0.944479
248,0.946955
248,0.943839
248,0.947399
248,0.945595
248,0.946368
248,0.94861
248,0.947966
248,0.945125
248,0.947426
248,0.946654
249,0.945968
249,0.944431
249,0.948541
249,0.945068
249,0.944636
249,0.944612
249,0.947551
249,0.94685
249,0.946768
249,0.94608
250,0.946534
250,0.946304
250,0.949321
250,0.945333
250,0.947248
250,0.946095
250,0.948562
250,0.947557
250,0.944297
250,0.94581
251,0.950232
251,0.94696
251,0.947543
251,0.950099
251,0.950148
251,0.947191
251,0.951431
251,0.951328
251,0.948263
251,0.949285
252,0.952564
252,0.950656
252,0.951496
252,0.950521
252,0.951934
252,0.948295
252,0.949931
252,0.949273
252,0.950494
252,0.949828
253,0.949086
253,0.954436
253,0.950102
253,0.950414
253,0.953829
253,0.953388
253,0.951011
253,0.952066
253,0.950807
253,0.951943
254,0.954724
254,0.952629
254,0.95451
254,0.952833
254,0.953454
254,0.952501
254,0.95287
254,0.954484
254,0.95182
254,0.949703
255,0.954153
255,0.95394
255,0.954925
255,0.953842
255,0.95238
255,0.953501
255,0.95422
255,0.9547
255,0.953197
255,0.955637
256,0.954003
256,0.95725
256,0.956469
256,0.955666
256,0.955934
256,0.954724
256,0.955355
256,0.953828
256,0.958558
256,0.955491
257,0.955262
257,0.955468
257,0.954051
257,0.95637
257,0.957904
257,0.955403
257,0.957219
257,0.954954
257,0.956909
257,0.955042
258,0.958626
258,0.955091
258,0.957567
258,0.956442
258,0.957648
258,0.960271
258,0.96004
258,0.958034
258,0.954407
258,0.957717
259,0.95605
259,0.957786
259,0.958955
259,0.956294
259,0.962709
259,0.959367
259,0.959828
259,0.960219
259,0.95914
259,0.955735
260,0.960705
260,0.96069
260,0.961723
260,0.960991
260,0.960613
260,0.958742
260,0.959212
260,0.958972
260,0.960766
260,0.960633
261,0.959154
261,0.958709
261,0.962786
261,0.961693
261,0.964014
261,0.962009
261,0.960652
261,0.962584
261,0.961148
261,0.96085
262,0.966362
262,0.963305
262,0.963047
262,0.960896
262,0.963669
262,0.962942
262,0.9611
262,0.966212
262,0.961716
262,0.961588
263,0.964179
263,0.963992
263,0.963167
263,0.964597
263,0.961746
263,0.962589
263,0.96335
263,0.965425
263,0.964009
263,0.962966
264,0.963988
264,0.963595
264,0.963485
264,0.965247
264,0.966516
264,0.965219
264,0.963943
264,0.964769
264,0.965761
264,0.96458
265,0.967065
265,0.965096
265,0.968454
265,0.967953
265,0.967411
265,0.963258
265,0.967336
265,0.966841
265,0.966441
265,0.968258
266,0.970705
266,0.966018
266,0.967575
266,0.965404
266,0.966958
266,0.964859
266,0.968861
266,0.96786
266,0.967994
266,0.96593
267,0.966236
267,0.96838
267,0.967831
267,0.966311
267,0.969007
267,0.969926
267,0.9681
267,0.971472
267,0.967279
267,0.968369
268,0.970828
268,0.969903
268,0.970213
268,0.97062
268,0.969551
268,0.968791
268,0.968137
268,0.970371
268,0.969092
268,0.970265
269,0.971479
269,0.969679
269,0.969457
269,0.970525
269,0.972076
269,0.968873
269,0.971039
269,0.971403
269,0.970862
269,0.971917
270,0.971133
270,0.970612
270,0.971395
270,0.971226
270,0.97111
270,0.97371
270,0.97287
270,0.972763
270,0.972685
270,0.971004
271,0.972407
271,0.972518
271,0.973121
271,0.972245
271,0.974688
271,0.973167
271,0.972305
271,0.974143
271,0.972338
271,0.974554
272,0.975016
272,0.974843
272,0.974972
272,0.973852
272,0.974082
272,0.974307
272,0.976992
272,0.974036
272,0.974786
272,0.975453
273,0.975081
273,0.975337
273,0.975428
273,0.976018
273,0.974453
273,0.97435
273,0.976214
273,0.974994
273,0.975614
273,0.975187
274,0.977929
274,0.976387
274,0.974371
274,0.976335
274,0.976193
274,0.976565
274,0.976378
274,0.975383
274,0.976193
274,0.978436
275,0.976888
275,0.977979
275,0.977155
275,0.976781
275,0.979922
275,0.975701
275,0.976958
275,0.978394
275,0.976765
275,0.978834
276,0.977394
276,0.977837
276,0.978912
276,0.978633
276,0.978253
276,0.979348
276,0.978189
276,0.977675
276,0.978216
276,0.977861
277,0.97971
277,0.980516
277,0.979284
277,0.98084
277,0.978067
277,0.979648
277,0.980576
277,0.977965
277,0.978697
277,0.980628
278,0.982216
278,0.97984
278,0.980421
278,0.979891
278,0.981215
278,0.980205
278,0.979441
278,0.980946
278,0.981213
278,0.97921
279,0.980071
279,0.981855
279,0.981744
279,0.980149
279,0.979992
279,0.981338
279,0.980421
279,0.982052
279,0.983083
279,0.980021
280,0.981289
280,0.983333
280,0.981155
280,0.981385
280,0.982563
280,0.983556
280,0.98308
280,0.982439
280,0.981727
280,0.982694
281,0.983073
281,0.982831
281,0.982789
281,0.984194
281,0.983778
281,0.982391
281,0.984331
281,0.982711
281,0.983985
281,0.982095
282,0.985552
282,0.984735
282,0.984425
282,0.984859
282,0.984927
282,0.984739
282,0.985305
282,0.982873
282,0.984903
282,0.985232
283,0.985546
283,0.98501
283,0.984456
283,0.985727
283,0.984713
283,0.984851
283,0.984648
283,0.986578
283,0.985183
283,0.986587
284,0.986133
284,0.986604
284,0.987021
284,0.985944
284,0.986647
284,0.986843
284,0.986501
284,0.987522
284,0.986178
284,0.987742
285,0.987681
285,0.98824
285,0.987668
285,0.987644
285,0.989066
285,0.987707
285,0.985738
285,0.987171
285,0.987148
285,0.988475
286,0.989191
286,0.988311
286,0.988666
286,0.987701
286,0.988443
286,0.988807
286,0.989236
286,0.988148
286,0.989682
286,0.987365
287,0.989918
287,0.9906
287,0.988976
287,0.988671
287,0.988553
287,0.989516
287,0.989424
287,0.988726
287,0.989018
287,0.989534
288,0.991777
288,0.991034
288,0.990701
288,0.989706
288,0.991693
288,0.98989
288,0.991305
288,0.990544
288,0.991137
288,0.990863
289,0.991682
289,0.99139
289,0.992094
289,0.991414
289,0.991474
289,0.991637
289,0.991827
289,0.990596
289,0.991244
289,0.991762
290,0.992148
290,0.99168
290,0.99237
290,0.99197
290,0.992324
290,0.991366
290,0.991948
290,0.99272
290,0.992171
290,0.992463
291,0.992991
291,0.993055
291,0.993334
291,0.992736
291,0.99385
291,0.99274
291,0.992806
291,0.992828
291,0.992675
291,0.993015
292,0.994584
292,0.994064
292,0.993902
292,0.993856
292,0.99351
292,0.994346
292,0.99493
292,0.993853
292,0.993866
292,0.994077
293,0.995179
293,0.995103
293,0.995037
293,0.994467
293,0.995153
293,0.994274
293,0.994257
293,0.99453
293,0.99484
293,0.995212
294,0.996248
294,0.996024
294,0.996057
294,0.996023
294,0.995669
294,0.996128
294,0.995613
294,0.995651
294,0.995565
294,0.995271
295,0.996997
295,0.996631
295,0.996693
295,0.996274
295,0.99647
295,0.996158
295,0.996329
295,0.996236
295,0.996513
295,0.996266
296,0.997506
296,0.997076
296,0.99726
296,0.997233
296,0.997421
296,0.997708
296,0.997323
296,0.997179
296,0.997317
296,0.997186
297,0.997902
297,0.997794
297,0.998104
297,0.997879
297,0.998252
297,0.998223
297,0.997996
297,0.998213
297,0.997697
297,0.997938
298,0.998739
298,0.99895
298,0.998713
298,0.998802
298,0.998645
298,0.9987
298,0.998761
298,0.998851
298,0.999
298,0.998674
299,0.999321
299,0.999536
299,0.999455
299,0.999294
299,0.999668
299,0.999434
299,0.999411
299,0.999511
299,0.999296
299,0.99954
300,1
300,1
300,1
300,1
300,1
300,1
300,1
300,1
300,1
300,1
